Entity,Code,Year,Carbon dioxide emissions from buildings,Carbon dioxide emissions from industry,Carbon dioxide emissions from land use change and forestry,Carbon dioxide emissions from other fuel combustion,Carbon dioxide emissions from transport,Carbon dioxide emissions from manufacturing and construction,Fugitive emissions of carbon dioxide from energy production,Carbon dioxide emissions from electricity and heat,Carbon dioxide emissions from bunker fuels
Lithuania,LTU,2016,1000000,450000,4370000,230000,5440000,1140000,,2940000,800000
Lithuania,LTU,2017,1080000,450000,4360000,240000,5690000,1160000,,2610000,870000
Lithuania,LTU,2018,1130000,510000,4350000,230000,6050000,1240000,,2490000,1020000
Lithuania,LTU,2019,1050000,580000,4340000,250000,6270000,1280000,,2310000,990000
Lithuania,LTU,2020,970000,560000,4340000,250000,6110000,1170000,,2640000,740000
Lithuania,LTU,2021,1130000,630000,4340000,270000,6090000,1260000,,2750000,780000
Low-income countries,,1990,5590000,5360000,611510000,24560000,27830000,84390000,3940000,28560000,7470000
Low-income countries,,1991,5560000,4820000,611510000,25160002,26900000,81530000,4820000,28000000,7310000
Low-income countries,,1992,5850000,4650000,611510000,22690000,25730000,70570000,5690000,27130002,7880000
Low-income countries,,1993,6090000,4680000,611510000,21359998,24030000,65410004,7120000,25490000,6770000
Low-income countries,,1994,6390000,4760000,611500000,19380002,24210000,60160000,8559999,27780000,7090000
Low-income countries,,1995,6760000,5090000,612040000,19830000,24350000,56320000,8120000,28630000,6850000.5
Low-income countries,,1996,7800000,5040000,612050000,18010000,25370000,49230004,8269999.5,29980000,6750000
Low-income countries,,1997,8220000.5,4700000,612090050,17510000,25080000,48280004,8029999.5,30930000,6610000
Low-income countries,,1998,8080000,4720000,612229950,17410000,26860000,46800000,7470000,29990000,6570000
Low-income countries,,1999,7990000,5700000,612420000,19190000,24340000,50490000,7550000,33520000,6580000
Low-income countries,,2000,8430000,5430000,612410000,19210000,26640000,52410000,8080000,36650000,6890000.5
Low-income countries,,2001,8540000,5900000,613760000,20610000,27700000,54949996,6220000,38580000,6640000
Low-income countries,,2002,8960000,6000000,613789950,19120000,28660000,53469996,4900000,39830000,6720000.5
Low-income countries,,2003,8420000,6590000,613739970,20040000,29740000,55800000,5320000,42090000,6740000
Low-income countries,,2004,10200000,6630000,613750000,20200000,32860000,55820000,4780000,43070000,7240000
Low-income countries,,2005,12570000,6830000,613800000,21830000,37590000,60770000,5320000,47010000,7090000
Low-income countries,,2006,13060000,6870000.5,613839940,22480000,39900000,63090000,5840000,49949996,7580000
Low-income countries,,2007,13070000,7090000,613850000,20560000,42200000,56030004,6049999.5,51200000,7470000.5
Low-income countries,,2008,13140000,7410000,613839940,21840000,46040000,61300004,5140000.5,54740000,7160000
Low-income countries,,2009,13090000,7460000,613920000,16970000,50350000,57370000,5590000,59330000,7740000
Low-income countries,,2010,12410000,8400001,613909950,16469999,52140000,59960004,5540000,57090000,8620000
Low-income countries,,2011,12550000,9180000,825730050,12500000,55000000,48020000,4960000,51830000,8730000
Low-income countries,,2012,11809999,10470000,825739970,11860000,53140000,44300000,4330000,45410000,6680000
Low-income countries,,2013,11590000,10590000,825680000,9370000,52410000,35440000,4210000,42000000,6500000
Low-income countries,,2014,12210000,10280000,825570000,10170000,53230000,39300000,4320000,40540000,6580000
Low-income countries,,2015,11080000,11670000,825580000,7320000,48920000,28330000,3580000,40890000,5830000
Low-income countries,,2016,10150000,12640000,856530050,7570000,50480000,29470000,2770000,43880000,6200000
Low-income countries,,2017,16890000,13160000,856450000,8969999,56100000,53470000,3950000,45600000,6810000
Low-income countries,,2018,17170000,13330000,856370000,9020000,60100000,50880000,3080000,46020000,7110000
Low-income countries,,2019,18320000,14220000,856100000,9910000,62740000,56260000,3889999.8,45330000,7150000
Low-income countries,,2020,17250000,14360000,856090050,9190000,60980000,52780000,4260000,41590000,4640000
Low-income countries,,2021,15860001,15330000,856090050,8480000,64190004,47070000,4510000,40870000,5550000
Lower-middle-income countries,,1990,97050000,45270000,294240000,112790000,175090000,249120000,67850000,388140000,25230000
Lower-middle-income countries,,1991,100080000,49910000,294210000,118240000,180160000,247010000,78320000,424020000,24740000
Lower-middle-income countries,,1992,100200010,55660000,294210000,109469990,189180000,252750000,75250000,451610020,24760000
Lower-middle-income countries,,1993,102230000,57190000,294210000,109490010,194420000,254430000,71660000,479599970,26220000
Lower-middle-income countries,,1994,109900000,59620000,294190000,111340000,197730000,255640000,68090000,491970000,31340000
Lower-middle-income countries,,1995,145690000,63880000,296280000,62670000,221200000,270840000,75350000,542780000,32509998
Lower-middle-income countries,,1996,153459980,68990000,294880000,61930000,242220000,271520000,89290000,574750000,35720000
Lower-middle-income countries,,1997,168010020,74750000,294570020,65420000,253770000,291000000,84070000,604270000,34989996
Lower-middle-income countries,,1998,167590000,77340000,295900000,55859996,264440000,305709980,78110000,634510000,32230000
Lower-middle-income countries,,1999,176760020,84340000,297130020,59700000,277120000,316660000,74780000,680700000,36820000
Lower-middle-income countries,,2000,178010020,88610000,298109980,58570000,282720000,320350000,79210000,723390000,37380000
Lower-middle-income countries,,2001,181110000,91520010,597900000,57880000,288750000,333260000,78170010,750669950,35720000
Lower-middle-income countries,,2002,187650000,99030000,599830000,59280000,300060000,349200000,65960000,768540000,35390000
Lower-middle-income countries,,2003,187020000,103060000,598370000,65920000,309300000,351080000,70440000,788779970,38510004
Lower-middle-income countries,,2004,192510000,111830000,601010000,68550000,330660000,364260000,67700010,869399940,38880000
Lower-middle-income countries,,2005,192360000,122140000,597930000,72780000,335860000,401640000,66050004,899220030,40250000
Lower-middle-income countries,,2006,196209980,129330000,599070000,74950000,340640000,436240000,60260000,952960000,41070000
Lower-middle-income countries,,2007,198390000,140060000,598520000,71840000,379109980,486700000,52470000,1025490000,44270000
Lower-middle-income countries,,2008,205310000,149940000,596310000,100300000,408280000,504300000,52620000,1060959940,44660000
Lower-middle-income countries,,2009,208920000,168870000,597739970,96270000,438330020,543390000,50330000,1136060000,44300000
Lower-middle-income countries,,2010,218520000,179680000,599410000,99380000,473320000,595460000,51969996,1187220000,45840000
Lower-middle-income countries,,2011,225430000,189830000,514710000,84460000,501630000,651700030,47680000,1248510000,45970000
Lower-middle-income countries,,2012,218640000,205890000,515229980,98120000,534109980,634420000,43460000,1395080000,46880000
Lower-middle-income countries,,2013,220490000,219320000,518500000,90880000,554070000,676190000,43010000,1431850000,45690000
Lower-middle-income countries,,2014,223790000,233030000,516680000,96119990,579580000,717440000,42280000,1584850000,46150000
Lower-middle-income countries,,2015,226280000,241650000,517680000,99310000,620570000,711340000,42460000,1614480000,48540000
Lower-middle-income countries,,2016,240000000,254880000,606669950,99050000,663650050,744230000,41560000,1647159900,51010004
Lower-middle-income countries,,2017,252270000,261580020,604610000,102710000,695710000,798820000,38380000,1734510000,54760004
Lower-middle-income countries,,2018,254640000,291170020,607340000,103670000,723520000,833250000,35460000,1855579900,58820000
Lower-middle-income countries,,2019,259709980,305109980,605690000,101979990,728770050,817400000,35040000,1884590000,58630000
Lower-middle-income countries,,2020,263720000,287460000,608810000,100729990,662229950,793280000,33430000,1744740000,32300000
Lower-middle-income countries,,2021,274700000,330880000,605730000,105340000,714830000,871970050,31070000,1878330000,35710000
Luxembourg,LUX,1990,1290000,540000,-640000,20000,2630000,5080000,,1730000,390000
Luxembourg,LUX,1991,1560000,519999.97,-640000,20000,3150000,4660000,,1860000,410000
Luxembourg,LUX,1992,1440000,519999.97,-640000,70000,3440000,4220000,,1750000,400000
Luxembourg,LUX,1993,1410000,430000,-640000,60000,3470000,4500000,,1770000,390000
Luxembourg,LUX,1994,1360000,490000,-640000,60000,3520000,4000000,,1390000,500000
Luxembourg,LUX,1995,1370000,430000,-640000,30000,3350000,2570000,,910000,570000
Luxembourg,LUX,1996,1530000,430000,-640000,50000,3440000,2540000,,740000,610000
Luxembourg,LUX,1997,1490000,440000,-640000,70000,3650000,2140000,,450000,750000
Luxembourg,LUX,1998,1560000,440000,-640000,90000,3820000,1490000,,160000,850000
Luxembourg,LUX,1999,1390000,470000,-640000,90000,4250000,1550000,,180000,990000
Luxembourg,LUX,2000,1610000,490000,-550000,60000,4850000,1310000,,230000,960000
Luxembourg,LUX,2001,1660000,430000,-510000,70000,5100000,1450000,,410000,1039999.94
Luxembourg,LUX,2002,1600000,440000,-510000,60000,5310000,1250000,,1150000,1120000
Luxembourg,LUX,2003,1640000,390000,-510000,60000,5860000,1140000,,1160000,1170000
Luxembourg,LUX,2004,1690000,430000,-510000,50000,6830000,1290000,,1380000,1270000
Luxembourg,LUX,2005,1610000,420000,-510000,50000,7210000,1270000,,1350000,1290000
Luxembourg,LUX,2006,1570000,420000,-510000,50000,6900000,1360000,,1420000,1210000
Luxembourg,LUX,2007,1490000,410000,-510000,60000,6620000,1270000,,1270000,1300000
Luxembourg,LUX,2008,1550000,380000,-510000,60000,6720000,1210000,,1100000,1310000
Luxembourg,LUX,2009,1550000,360000,-510000,70000,6190000,1030000,,1240000,1250000
Luxembourg,LUX,2010,1640000,370000,-510000,70000,6550000,1110000,,1290000,1290000
Luxembourg,LUX,2011,1350000,390000,-240000,50000,6950000,1090000,,1090000,1200000
Luxembourg,LUX,2012,1470000,380000,-240000,50000,6630000,1050000,,1110000,1110000
Luxembourg,LUX,2013,1490000,370000,-240000,60000,6480000,1010000,,760000,1120000
Luxembourg,LUX,2014,1330000,360000,-240000,60000,6190000,990000,,710000,1210000
Luxembourg,LUX,2015,1550000,330000,-240000,60000,5750000,960000,,480000,1370000
Luxembourg,LUX,2016,1610000,350000,-280000,70000,5580000,970000,,270000,1520000
Luxembourg,LUX,2017,1660000,370000,-280000,60000,5680000,960000,,270000,1710000
Luxembourg,LUX,2018,1600000,370000,-280000,60000,6070000,990000,,240000,1830000
Luxembourg,LUX,2019,1600000,390000,-280000,60000,6200000,1000000,,240000,1790000
Luxembourg,LUX,2020,1570000,400000,-280000,70000,4670000,930000,,230000,1630000
Luxembourg,LUX,2021,1630000,350000,-280000,70000,4990000,940000,,240000,1860000
Madagascar,MDG,1990,110000,20000,27800000,30000,530000,10000,,190000,140000
Madagascar,MDG,1991,110000,20000,27800000,20000,590000,10000,,200000,150000
Madagascar,MDG,1992,110000,20000,27800000,30000,600000,10000,,190000,150000
Madagascar,MDG,1993,120000,20000,27800000,40000,620000,0,,190000,150000
Madagascar,MDG,1994,129999.99,20000,27800000,170000,700000,0,,200000,160000
Madagascar,MDG,1995,129999.99,20000,27850000,120000,670000,200000,,230000,160000
Madagascar,MDG,1996,120000,20000,27850000,110000,700000,250000,,120000,160000
Madagascar,MDG,1997,120000,10000,27860000,110000,730000,240000,,190000,170000
Madagascar,MDG,1998,120000,20000,27860000,100000,830000,280000,,280000,170000
Madagascar,MDG,1999,80000,20000,27910000,120000,910000,270000,,280000,180000
Madagascar,MDG,2000,120000,20000,27910000,0,910000,250000,,350000,180000
Madagascar,MDG,2001,129999.99,20000,21010000,0,870000,320000,,340000,190000
Madagascar,MDG,2002,20000,10000,21000000,0,600000,210000,,280000,80000
Madagascar,MDG,2003,10000,80000,20990000,0,840000,250000,,370000,140000
Madagascar,MDG,2004,40000,70000,21000000,0,890000,270000,,380000,180000
Madagascar,MDG,2005,110000,60000,21000000,0,850000,330000,,360000,190000
Madagascar,MDG,2006,110000,60000,21010000,0,820000,280000,,380000,190000
Madagascar,MDG,2007,120000,100000,21010000,0,870000,270000,,360000,200000
Madagascar,MDG,2008,110000,60000,21000000,0,890000,300000,,420000,190000
Madagascar,MDG,2009,129999.99,50000,21000000,0,850000,280000,,380000,140000
Madagascar,MDG,2010,140000,60000,21000000,0,890000,320000,,450000,200000
Madagascar,MDG,2011,150000,80000,9050000,0,1000000,320000,,650000,180000
Madagascar,MDG,2012,140000,90000,9050000,0,1020000,519999.97,,970000,190000
Madagascar,MDG,2013,100000,90000,9040000,0,1070000,570000,,1090000,160000
Madagascar,MDG,2014,100000,60000,9040000,0,1140000,600000,,1120000,129999.99
Madagascar,MDG,2015,100000,60000,9040000,0,1180000,620000,,1330000,129999.99
Madagascar,MDG,2016,90000,60000,9040000,50000,1220000,530000,,1230000,150000
Madagascar,MDG,2017,120000,80000,9030000,90000,1240000,540000,,1420000,150000
Madagascar,MDG,2018,120000,50000,9040000,100000,1290000,490000,,1260000,170000
Madagascar,MDG,2019,80000,50000,9060000,259999.98,1390000,620000,,1520000,170000
Madagascar,MDG,2020,60000,60000,9060000,240000,1190000,280000,,1220000,70000
Madagascar,MDG,2021,90000,60000,9060000,280000,1420000,519999.97,,1650000,60000
Malawi,MWI,1990,30000,50000,7910000,50000,420000,170000,,10000,20000
Malawi,MWI,1991,50000,60000,7910000,80000,450000,150000,,10000,20000
Malawi,MWI,1992,50000,50000,7910000,80000,450000,160000,,10000,20000
Malawi,MWI,1993,50000,60000,7910000,30000,460000,160000,,110000,20000
Malawi,MWI,1994,60000,60000,7910000,30000,470000,170000,,129999.99,20000
Malawi,MWI,1995,60000,60000,7910000,30000,470000,170000,,129999.99,20000
Malawi,MWI,1996,60000,60000,7910000,0,470000,180000,,160000,20000
Malawi,MWI,1997,60000,50000,7910000,0,470000,180000,,160000,20000
Malawi,MWI,1998,80000,40000,7920000,0,430000,180000,,170000,20000
Malawi,MWI,1999,120000,50000,7930000,0,410000,190000,,160000,0
Malawi,MWI,2000,80000,60000,7930000,0,390000,190000,,150000,20000
Malawi,MWI,2001,50000,60000,7940000,0,400000,200000,,140000,20000
Malawi,MWI,2002,60000,50000,7940000,50000,420000,140000,,150000,10000
Malawi,MWI,2003,60000,80000,7940000,70000,470000,80000,,129999.99,30000
Malawi,MWI,2004,70000,40000,7940000,80000,470000,80000,,170000,20000
Malawi,MWI,2005,60000,10000,7940000,80000,450000,90000,,170000,20000
Malawi,MWI,2006,60000,0,7940000,80000,460000,90000,,180000,30000
Malawi,MWI,2007,50000,20000,7950000,80000,510000,90000,,170000,30000
Malawi,MWI,2008,50000,0,7950000,80000,650000,70000,,150000,30000
Malawi,MWI,2009,40000,10000,7960000,80000,680000,70000,,150000,20000
Malawi,MWI,2010,40000,20000,7950000,80000,610000,100000,,150000,30000
Malawi,MWI,2011,30000,10000,7960000,90000,630000,150000,,150000,30000
Malawi,MWI,2012,20000,30000,7960000,90000,660000,129999.99,,140000,20000
Malawi,MWI,2013,10000,70000,7950000,90000,700000,140000,,150000,20000
Malawi,MWI,2014,10000,120000,7920000,70000,560000,140000,,140000,20000
Malawi,MWI,2015,10000,70000,7920000,70000,640000,160000,,129999.99,20000
Malawi,MWI,2016,10000,70000,7920000,60000,780000,150000,,140000,20000
Malawi,MWI,2017,10000,100000,7920000,60000,930000,150000,,0,20000
Malawi,MWI,2018,10000,110000,7920000,80000,1050000,160000,,340000,20000
Malawi,MWI,2019,10000,110000,7920000,80000,1220000,160000,,80000,10000
Malawi,MWI,2020,10000,240000,7910000,70000,1400000,160000,,20000,0
Malawi,MWI,2021,10000,310000,7910000,50000,1420000,259999.98,,20000,0
Malaysia,MYS,1990,2050000,3240000,106030000,0,14560000,14010000,1740000,18980000,1800000
Malaysia,MYS,1991,2010000,3380000,106030000,400000,15670000,15400000,1740000,26470000,2010000
Malaysia,MYS,1992,2150000,3280000,106030000,1220000,16750000,16690001,970000,26110000,2069999.9
Malaysia,MYS,1993,2500000,3430000,106020000,190000,17430000,17820000,1830000,29820000,2300000
Malaysia,MYS,1994,2560000,4010000.2,106020000,1310000,19250000,18430000,2690000,31440000,3140000
Malaysia,MYS,1995,2760000,4290000,105700000,1390000,20480000,20240000,2390000,34720000,3320000
Malaysia,MYS,1996,3950000,4790000,102880000,1510000,23390000,23800000,2890000,38280000,3800000
Malaysia,MYS,1997,3000000,5210000,104200000,1510000,26930000,23820000,3460000,42030000,3990000
Malaysia,MYS,1998,3110000,5330000,123220000,950000,25150000,23620000,2600000,44880000,5320000
Malaysia,MYS,1999,3900000,5480000,102910000,330000,30410000,23050000,2590000,48660000,4740000
Malaysia,MYS,2000,3980000,6590000,103410000,320000,32210000,25850000,2660000,52700000,4470000
Malaysia,MYS,2001,3900000,6330000,89910000,310000,34960000,26420000,2640000,54860000,4710000
Malaysia,MYS,2002,4290000,7150000,95850000,300000,35800000,28410000,2690000,57700000,4560000
Malaysia,MYS,2003,3710000,7730000,95150000,300000,38120000,29560000,3430000,61100000,4660000
Malaysia,MYS,2004,4020000,7780000,101770000,270000,40960000,33300000,3440000,68020000,5200000
Malaysia,MYS,2005,4310000,7620000,104240000,310000,40700000,35120000,3460000,76680000,5010000
Malaysia,MYS,2006,4480000,8140000.5,95800000,790000,39000000,37910000,3630000,80980000,5430000
Malaysia,MYS,2007,5970000,7870000,100940000,820000,41530000,43430000,3480000,87670000,5380000
Malaysia,MYS,2008,5390000,8420000,98310000,830000,43620000,43200000,3670000,98480000,5260000
Malaysia,MYS,2009,4950000,7930000,111870000,590000,42750000,29620000,3670000,93000000,5220000
Malaysia,MYS,2010,5560000,7060000,106080000,3260000,44100000,30440000,2900000,107560000,5890000
Malaysia,MYS,2011,5080000,7770000,-119700000,2760000,44630000,28520000,3090000,111000000,6760000
Malaysia,MYS,2012,4380000,8109999.5,-123120000,3160000,44400000,31960000,4470000,109400000,6440000
Malaysia,MYS,2013,4520000,8790000,-121060000,3140000,58170000,29100000,5470000,114200000,8650000
Malaysia,MYS,2014,4170000,9470000,-107570000,3060000,65160004,28610000,6500000,119400000,8600000
Malaysia,MYS,2015,3980000,8670000,-120220000,2690000,61210000,28880000,7200000,123660000,8830000
Malaysia,MYS,2016,4179999.8,9130000,70120000,1140000,62890000,29690000,6110000,118630000,8100000.5
Malaysia,MYS,2017,5370000,8780000,63150000,3040000,60570000,32490002,5460000,109430000,9240000
Malaysia,MYS,2018,3380000,9060000,68000000,2990000,60830000,35530000,4340000,125420000,9100000
Malaysia,MYS,2019,3350000,9120000,69840000,2690000,64780000,35190000,4570000,125590000,8770000
Malaysia,MYS,2020,4130000,11290000,65220000,2500000,50160000,32200000,4650000,136880000,4530000
Malaysia,MYS,2021,3960000,11310000,65720000,3050000,49010000,35000000,3870000,134840000,4360000
Maldives,MDV,1990,0,0,0,0,120000,0,,30000,110000
Maldives,MDV,1991,0,0,0,0,129999.99,0,,30000,110000
Maldives,MDV,1992,0,0,0,0,190000,10000,,30000,140000
Maldives,MDV,1993,0,0,0,0,160000,10000,,40000,129999.99
Maldives,MDV,1994,0,0,0,0,150000,10000,,50000,160000
Maldives,MDV,1995,0,0,0,0,190000,10000,,60000,180000
Maldives,MDV,1996,0,0,0,0,210000,10000,,60000,190000
Maldives,MDV,1997,0,0,0,0,250000,10000,,70000,210000
Maldives,MDV,1998,0,0,0,0,220000,10000,,80000,250000
Maldives,MDV,1999,10000,0,0,0,310000,10000,,100000,270000
Maldives,MDV,2000,20000,0,0,0,280000,10000,,160000,240000
Maldives,MDV,2001,0,0,0,0,310000,10000,,160000,120000
Maldives,MDV,2002,10000,0,0,0,400000,10000,,190000,100000
Maldives,MDV,2003,20000,0,0,0,300000,10000,,200000,90000
Maldives,MDV,2004,50000,0,0,0,400000,10000,,230000,120000
Maldives,MDV,2005,30000,0,0,0,370000,10000,,220000,100000
Maldives,MDV,2006,40000,0,0,0,450000,20000,,270000,150000
Maldives,MDV,2007,20000,0,0,0,490000,20000,,280000,140000
Maldives,MDV,2008,40000,0,0,0,480000,20000,,340000,170000
Maldives,MDV,2009,40000,0,0,0,510000,20000,,350000,190000
Maldives,MDV,2010,40000,0,0,0,590000,20000,,320000,150000
Maldives,MDV,2011,40000,0,0,0,610000,20000,,340000,180000
Maldives,MDV,2012,30000,0,0,0,730000,20000,,360000,380000
Maldives,MDV,2013,60000,0,0,0,690000,20000,,360000,470000
Maldives,MDV,2014,70000,0,0,0,770000,30000,,490000,780000
Maldives,MDV,2015,50000,0,0,0,710000,30000,,530000,250000
Maldives,MDV,2016,50000,0,0,0,840000,40000,,540000,220000
Maldives,MDV,2017,50000,0,0,0,870000,40000,,590000,230000
Maldives,MDV,2018,50000,0,0,0,1020000,60000,,640000,250000
Maldives,MDV,2019,60000,0,0,0,1180000,80000,,690000,270000
Maldives,MDV,2020,40000,0,0,0,920000,60000,,650000,230000
Maldives,MDV,2021,50000,0,0,0,990000,60000,,670000,270000
Mali,MLI,2000,30000,0,0,0,760000,0,,610000,80000
Mali,MLI,2001,10000,0,0,0,900000,10000,,690000,70000
Mali,MLI,2002,30000,0,0,0,890000,10000,,470000,70000
Mali,MLI,2003,10000,,0,0,1000000,0,,390000,60000
Mali,MLI,2004,30000,,0,0,900000,10000,,550000,50000
Mali,MLI,2005,70000,,0,0,1000000,10000,,580000,80000
Mali,MLI,2006,50000,,0,0,1200000,0,,640000,60000
Mali,MLI,2007,50000,,0,0,1120000,0,,900000,60000
Mali,MLI,2008,40000,,0,0,1150000,0,,890000,90000
Mali,MLI,2009,80000,,0,10000,1400000,0,,1020000,100000
Mali,MLI,2010,80000,,0,0,1550000,0,,1140000,100000
Mali,MLI,2011,80000,0,0,20000,1870000,0,,1150000,100000
Mali,MLI,2012,70000,0,0,10000,1910000,0,,1120000,60000
Mali,MLI,2013,80000,170000,0,129999.99,1400000,0,,1440000,190000
Mali,MLI,2014,80000,259999.98,0,80000,1070000,40000,,1860000,180000
Mali,MLI,2015,120000,240000,0,70000,1190000,80000,,1950000,160000
Mali,MLI,2016,40000,250000,0,170000,2530000,440000,,1240000,200000
Mali,MLI,2017,50000,259999.98,0,170000,2640000,200000,,1880000,200000
Mali,MLI,2018,60000,390000,0,170000,2650000,210000,,2100000,200000
Mali,MLI,2019,40000,600000,0,200000,3390000,220000,,1730000,210000
Mali,MLI,2020,50000,660000,0,230000,3980000,220000,,1660000,110000
Mali,MLI,2021,50000,700000,0,230000,4100000,220000,,1710000,160000
Mali,MLI,1990,,10000,0,,,,,,
Mali,MLI,1991,,10000,0,,,,,,
Mali,MLI,1992,,10000,0,,,,,,
Mali,MLI,1993,,10000,0,,,,,,
Mali,MLI,1994,,10000,0,,,,,,
Mali,MLI,1995,,10000,0,,,,,,
Mali,MLI,1996,,0,0,,,,,,
Mali,MLI,1997,,10000,0,,,,,,
Mali,MLI,1998,,0,0,,,,,,
Mali,MLI,1999,,0,0,,,,,,
Malta,MLT,1990,90000,0,0,0,450000,0,,1770000,310000
Malta,MLT,1991,100000,0,0,0,510000,0,,1610000,370000
